tarea,tick_ms,us_inicio,us_fin,duracion_us
TrabajoB,1610,2079543,2080604,1061
TrabajoA,1611,2080604,2081743,1139
TrabajoB,1612,2081743,2082892,1149
TrabajoA,1613,2082892,2083992,1100
TrabajoB,1614,2083992,2085986,1994
TrabajoA,1615,2085986,2087496,1510
TrabajoB,1616,2087496,2089486,1990
TrabajoA,1617,2089486,2091479,1993
TrabajoB,1618,2091479,2093479,2000
TrabajoA,1619,2093479,2095470,1991
TrabajoB,1620,2095470,2097465,1995
TrabajoA,1621,2097465,2099096,1631
TrabajoB,1622,2099096,2101088,1992
TrabajoA,1623,2101088,2103082,1994
TrabajoB,1624,2103082,2105080,1998
TrabajoA,1625,2105080,2106627,1547
TrabajoB,1626,2106627,2107693,1066
TrabajoA,1627,2107693,2108824,1131
TrabajoB,1628,2108824,2109888,1064
TrabajoA,1629,2109888,2110927,1039
TrabajoB,1630,2110927,2111968,1041
TrabajoA,1631,2111968,2113007,1039
TrabajoB,1632,2113007,2114044,1037
TrabajoA,1633,2114044,2115133,1089
TrabajoB,1634,2115133,2116163,1030
TrabajoA,1635,2116163,2117197,1034
TrabajoB,1636,2117197,2118262,1065
TrabajoA,1637,2118262,2119354,1092
TrabajoB,1638,2119354,2120447,1093
TrabajoA,1639,2120447,2121535,1088
TrabajoB,1640,2121535,2122592,1057
TrabajoA,1641,2122592,2123675,1083
TrabajoB,1642,2123675,2124711,1036
TrabajoA,1643,2124711,2125750,1039
TrabajoB,1644,2125750,2126781,1031
TrabajoA,1645,2126781,2127815,1034
TrabajoB,1646,2127815,2128894,1079
TrabajoA,1647,2128894,2129990,1096
TrabajoB,1648,2129990,2131063,1073
TrabajoA,1649,2131063,2132138,1075
TrabajoB,1650,2132138,2133228,1090
TrabajoA,1651,2133228,2134319,1091
TrabajoB,1652,2134319,2135382,1063
TrabajoA,1653,2135382,2137381,1999
TrabajoB,1654,2137381,2138887,1506
TrabajoA,1655,2138887,2140878,1991
TrabajoB,1656,2140878,2142874,1996
TrabajoA,1657,2142874,2144868,1994
TrabajoB,1658,2144868,2146405,1537
TrabajoA,1659,2146405,2148396,1991
TrabajoB,1660,2148396,2150397,2001
TrabajoA,1661,2150397,2152393,1996
TrabajoB,1662,2152393,2154399,2006
TrabajoA,1663,2154399,2156383,1984
TrabajoB,1664,2156383,2158375,1992
TrabajoA,1665,2158375,2160068,1693
TrabajoB,1666,2160068,2161996,1928
TrabajoA,1667,2161996,2163099,1103
TrabajoB,1668,2163099,2164139,1040
TrabajoA,1669,2164139,2165172,1033
TrabajoB,1670,2165172,2166215,1043
TrabajoA,1671,2166215,2167251,1036
TrabajoB,1672,2167251,2168355,1104
TrabajoA,1673,2168355,2169391,1036
TrabajoB,1674,2169391,2170436,1045
TrabajoA,1675,2170436,2171481,1045
TrabajoB,1676,2171481,2172574,1093
TrabajoA,1677,2172574,2173692,1118
TrabajoB,1678,2173692,2174732,1040
TrabajoA,1679,2174732,2175842,1110
TrabajoB,1680,2175842,2176965,1123
TrabajoA,1681,2176965,2177998,1033
TrabajoB,1682,2177998,2179034,1036
TrabajoA,1683,2179034,2180068,1034
TrabajoB,1684,2180068,2181103,1035
TrabajoA,1685,2181103,2182135,1032
TrabajoB,1686,2182135,2183177,1042
TrabajoA,1687,2183177,2184218,1041
TrabajoB,1688,2184218,2185251,1033
TrabajoA,1689,2185251,2186283,1032
TrabajoB,1690,2186283,2187600,1317
TrabajoA,1691,2187600,2188697,1097
TrabajoB,1692,2188697,2189819,1122
TrabajoA,1693,2189819,2191371,1552
TrabajoB,1694,2191371,2192874,1503
TrabajoA,1695,2192874,2194876,2002
TrabajoB,1696,2194876,2196867,1991
TrabajoA,1697,2196867,2198873,2006
TrabajoB,1698,2198873,2200853,1980
TrabajoA,1699,2200853,2202849,1996
TrabajoB,1700,2202849,2204847,1998
TrabajoA,1701,2204847,2206840,1993
TrabajoB,1702,2206840,2208831,1991
TrabajoA,1703,2208831,2210826,1995
TrabajoB,1704,2210826,2212825,1999
TrabajoA,1705,2212825,2214406,1581
TrabajoB,1706,2214406,2215556,1150
TrabajoA,1707,2215556,2216620,1064
TrabajoB,1708,2216620,2217654,1034
TrabajoA,1709,2217654,2218687,1033
TrabajoB,1710,2218687,2219725,1038
TrabajoA,1711,2219725,2220765,1040
TrabajoB,1712,2220765,2221988,1223
TrabajoA,1713,2221988,2223077,1089
TrabajoB,1714,2223077,2224179,1102
TrabajoA,1715,2224179,2225210,1031
TrabajoB,1716,2225210,2226304,1094
TrabajoA,1717,2226304,2227342,1038
TrabajoB,1718,2227342,2228498,1156
TrabajoA,1719,2228498,2229696,1198
TrabajoB,1720,2229696,2230735,1039
TrabajoA,1721,2230735,2231777,1042
TrabajoB,1722,2231777,2232827,1050
TrabajoA,1723,2232827,2233862,1035
TrabajoB,1724,2233862,2234901,1039
TrabajoA,1725,2234901,2235940,1039
TrabajoB,1726,2235940,2237114,1174
TrabajoA,1727,2237114,2238258,1144
TrabajoB,1728,2238258,2239359,1101
TrabajoA,1729,2239359,2240431,1072
TrabajoB,1730,2240431,2241553,1122
TrabajoA,1731,2241553,2242669,1116
TrabajoB,1732,2242669,2244182,1513
TrabajoA,1733,2244182,2245682,1500
TrabajoB,1734,2245682,2247680,1998
TrabajoA,1735,2247680,2249678,1998
TrabajoB,1736,2249678,2251670,1992
TrabajoA,1737,2251670,2253673,2003
TrabajoB,1738,2253673,2255227,1554
TrabajoA,1739,2255227,2256333,1106
TrabajoB,1740,2256333,2257458,1125
TrabajoA,1741,2257458,2258547,1089
TrabajoB,1742,2258547,2259583,1036
TrabajoA,1743,2259583,2260617,1034
TrabajoB,1744,2260617,2261652,1035
TrabajoA,1745,2261652,2262686,1034
TrabajoB,1746,2262686,2263722,1036
TrabajoA,1747,2263722,2264756,1034
TrabajoB,1748,2264756,2265790,1034
TrabajoA,1749,2265790,2266826,1036
TrabajoB,1750,2266826,2267990,1164
TrabajoA,1751,2267990,2269090,1100
TrabajoB,1752,2269090,2270142,1052
TrabajoA,1753,2270142,2271203,1061
TrabajoB,1754,2271203,2272238,1035
TrabajoA,1755,2272238,2273279,1041
TrabajoB,1756,2273279,2274327,1048
TrabajoA,1757,2274327,2275364,1037
TrabajoB,1758,2275364,2276400,1036
TrabajoA,1759,2276400,2277437,1037
TrabajoB,1760,2277437,2278473,1036
TrabajoA,1761,2278473,2279540,1067
TrabajoB,1762,2279540,2280678,1138
TrabajoA,1763,2280678,2281741,1063
TrabajoB,1764,2281741,2282856,1115
TrabajoA,1765,2282856,2283890,1034
TrabajoB,1766,2283890,2285887,1997
TrabajoA,1767,2285887,2287397,1510
TrabajoB,1768,2287397,2289387,1990
TrabajoA,1769,2289387,2291381,1994
TrabajoB,1770,2291381,2293375,1994
TrabajoA,1771,2293375,2295370,1995
TrabajoB,1772,2295370,2297365,1995
TrabajoA,1773,2297365,2299363,1998
TrabajoB,1774,2299363,2301355,1992
TrabajoA,1775,2301355,2302860,1505
TrabajoB,1776,2302860,2304857,1997
TrabajoA,1777,2304857,2306431,1574
TrabajoB,1778,2306431,2307514,1083
TrabajoA,1779,2307514,2308598,1084
TrabajoB,1780,2308598,2309631,1033
TrabajoA,1781,2309631,2310662,1031
TrabajoB,1782,2310662,2311695,1033
TrabajoA,1783,2311695,2312727,1032
TrabajoB,1784,2312727,2313759,1032
TrabajoA,1785,2313759,2314827,1068
TrabajoB,1786,2314827,2315860,1033
TrabajoA,1787,2315860,2316895,1035
TrabajoB,1788,2316895,2317930,1035
TrabajoA,1789,2317930,2319010,1080
TrabajoB,1790,2319010,2320199,1189
TrabajoA,1791,2320199,2321258,1059
TrabajoB,1792,2321258,2322290,1032
TrabajoA,1793,2322290,2323321,1031
TrabajoB,1794,2323321,2324353,1032
TrabajoA,1795,2324353,2325385,1032
TrabajoB,1796,2325385,2326417,1032
TrabajoA,1797,2326417,2327447,1030
TrabajoB,1798,2327447,2328480,1033
TrabajoA,1799,2328480,2329544,1064
TrabajoB,1800,2329544,2330579,1035
TrabajoA,1801,2330579,2331795,1216
TrabajoB,1802,2331795,2332881,1086
TrabajoA,1803,2332881,2333924,1043
TrabajoB,1804,2333924,2334956,1032
TrabajoA,1805,2334956,2336955,1999
TrabajoB,1806,2336955,2338457,1502
TrabajoA,1807,2338457,2340452,1995
TrabajoB,1808,2340452,2342446,1994
TrabajoA,1809,2342446,2344441,1995
TrabajoB,1810,2344441,2346438,1997
TrabajoA,1811,2346438,2347596,1158
TrabajoB,1812,2347596,2348723,1127
TrabajoA,1813,2348723,2349755,1032
TrabajoB,1814,2349755,2350786,1031
TrabajoA,1815,2350786,2351818,1032
TrabajoB,1816,2351818,2352850,1032
TrabajoA,1817,2352850,2353910,1060
TrabajoB,1818,2353910,2354955,1045
TrabajoA,1819,2354955,2355987,1032
TrabajoB,1820,2355987,2357014,1027
TrabajoA,1821,2357014,2358045,1031
TrabajoB,1822,2358045,2359122,1077
TrabajoA,1823,2359122,2360316,1194
TrabajoB,1824,2360316,2361472,1156
TrabajoA,1825,2361472,2362534,1062
TrabajoB,1826,2362534,2363580,1046
TrabajoA,1827,2363580,2364612,1032
TrabajoB,1828,2364612,2365644,1032
TrabajoA,1829,2365644,2366676,1032
TrabajoB,1830,2366676,2367708,1032
TrabajoA,1831,2367708,2368740,1032
TrabajoB,1832,2368740,2369771,1031
TrabajoA,1833,2369771,2370869,1098
TrabajoB,1834,2370869,2371899,1030
TrabajoA,1835,2371899,2373012,1113
TrabajoB,1836,2373012,2374101,1089
TrabajoA,1837,2374101,2375133,1032
TrabajoB,1838,2375133,2376852,1719
TrabajoA,1839,2376852,2378350,1498
TrabajoB,1840,2378350,2380344,1994
TrabajoA,1841,2380344,2382340,1996
TrabajoB,1842,2382340,2384334,1994
TrabajoA,1843,2384334,2386327,1993
TrabajoB,1844,2386327,2388329,2002
TrabajoA,1845,2388329,2390321,1992
TrabajoB,1846,2390321,2392314,1993
TrabajoA,1847,2392314,2394310,1996
TrabajoB,1848,2394310,2396301,1991
TrabajoA,1849,2396301,2398296,1995
TrabajoB,1850,2398296,2399812,1516
TrabajoA,1851,2399812,2400904,1092
TrabajoB,1852,2400904,2401965,1061
TrabajoA,1853,2401965,2403027,1062
TrabajoB,1854,2403027,2404092,1065
TrabajoA,1855,2404092,2405124,1032
TrabajoB,1856,2405124,2406186,1062
TrabajoA,1857,2406186,2407222,1036
TrabajoB,1858,2407222,2408262,1040
TrabajoA,1859,2408262,2409300,1038
TrabajoB,1860,2409300,2410336,1036
TrabajoA,1861,2410336,2411455,1119
TrabajoB,1862,2411455,2412541,1086
TrabajoA,1863,2412541,2413603,1062
TrabajoB,1864,2413603,2414668,1065
TrabajoA,1865,2414668,2415746,1078
TrabajoB,1866,2415746,2416784,1038
TrabajoA,1867,2416784,2417820,1036
TrabajoB,1868,2417820,2418856,1036
TrabajoA,1869,2418856,2419893,1037
TrabajoB,1870,2419893,2420935,1042
TrabajoA,1871,2420935,2422008,1073
TrabajoB,1872,2422008,2423045,1037
TrabajoA,1873,2423045,2424089,1044
TrabajoB,1874,2424089,2425258,1169
TrabajoA,1875,2425258,2426322,1064
TrabajoB,1876,2426322,2427386,1064
TrabajoA,1877,2427386,2428930,1544
TrabajoB,1878,2428930,2430430,1500
TrabajoA,1879,2430430,2432426,1996
TrabajoB,1880,2432426,2434421,1995
TrabajoA,1881,2434421,2436416,1995
TrabajoB,1882,2436416,2438416,2000
TrabajoA,1883,2438416,2439958,1542
TrabajoB,1884,2439958,2441100,1142
TrabajoA,1885,2441100,2442197,1097
TrabajoB,1886,2442197,2443273,1076
TrabajoA,1887,2443273,2444771,1498
TrabajoB,1888,2444771,2445795,1024
TrabajoA,1889,2445795,2446828,1033
TrabajoB,1890,2446828,2447860,1032
TrabajoA,1891,2447860,2448892,1032
TrabajoB,1892,2448892,2449925,1033
TrabajoA,1893,2449925,2450957,1032
TrabajoB,1894,2450957,2452052,1095
TrabajoA,1895,2452052,2453208,1156
TrabajoB,1896,2453208,2454311,1103
TrabajoA,1897,2454311,2455376,1065
TrabajoB,1898,2455376,2456408,1032
TrabajoA,1899,2456408,2457446,1038
TrabajoB,1900,2457446,2458480,1034
TrabajoA,1901,2458480,2459515,1035
TrabajoB,1902,2459515,2460551,1036
TrabajoA,1903,2460551,2461586,1035
TrabajoB,1904,2461586,2462620,1034
TrabajoA,1905,2462620,2463655,1035
TrabajoB,1906,2463655,2464813,1158
TrabajoA,1907,2464813,2465923,1110
TrabajoB,1908,2465923,2466959,1036
TrabajoA,1909,2466959,2468137,1178
TrabajoB,1910,2468137,2469640,1503
TrabajoA,1911,2469640,2471639,1999
TrabajoB,1912,2471639,2473629,1990
TrabajoA,1913,2473629,2475624,1995
TrabajoB,1914,2475624,2477618,1994
TrabajoA,1915,2477618,2479613,1995
TrabajoB,1916,2479613,2481611,1998
TrabajoA,1917,2481611,2483609,1998
TrabajoB,1918,2483609,2485597,1988
TrabajoA,1919,2485597,2487596,1999
TrabajoB,1920,2487596,2489587,1991
TrabajoA,1921,2489587,2491581,1994
TrabajoB,1922,2491581,2493133,1552
TrabajoA,1923,2493133,2494173,1040
TrabajoB,1924,2494173,2495270,1097
TrabajoA,1925,2495270,2496336,1066
TrabajoB,1926,2496336,2497377,1041
TrabajoA,1927,2497377,2498440,1063
TrabajoB,1928,2498440,2499491,1051
TrabajoA,1929,2499491,2500532,1041
TrabajoB,1930,2500532,2501573,1041
TrabajoA,1931,2501573,2502616,1043
TrabajoB,1932,2502616,2503673,1057
TrabajoA,1933,2503673,2504789,1116
TrabajoB,1934,2504789,2505820,1031
TrabajoA,1935,2505820,2506881,1061
TrabajoB,1936,2506881,2507935,1054
TrabajoA,1937,2507935,2508969,1034
TrabajoB,1938,2508969,2510000,1031
TrabajoA,1939,2510000,2511032,1032
TrabajoB,1940,2511032,2512064,1032
TrabajoA,1941,2512064,2513097,1033
TrabajoB,1942,2513097,2514169,1072
TrabajoA,1943,2514169,2515232,1063
TrabajoB,1944,2515232,2516343,1111
TrabajoA,1945,2516343,2517377,1034
TrabajoB,1946,2517377,2518467,1090
TrabajoA,1947,2518467,2519504,1037
TrabajoB,1948,2519504,2520572,1068
TrabajoA,1949,2520572,2522115,1543
TrabajoB,1950,2522115,2523616,1501
TrabajoA,1951,2523616,2525613,1997
TrabajoB,1952,2525613,2527608,1995
TrabajoA,1953,2527608,2529609,2001
TrabajoB,1954,2529609,2531598,1989
TrabajoA,1955,2531598,2533593,1995
TrabajoB,1956,2533593,2535587,1994
TrabajoA,1957,2535587,2536712,1125
TrabajoB,1958,2536712,2538227,1515
TrabajoA,1959,2538227,2539260,1033
TrabajoB,1960,2539260,2540292,1032
TrabajoA,1961,2540292,2541327,1035
TrabajoB,1962,2541327,2542360,1033
TrabajoA,1963,2542360,2543397,1037
TrabajoB,1964,2543397,2544534,1137
TrabajoA,1965,2544534,2545603,1069
TrabajoB,1966,2545603,2546733,1130
TrabajoA,1967,2546733,2547823,1090
TrabajoB,1968,2547823,2548881,1058
TrabajoA,1969,2548881,2549915,1034
TrabajoB,1970,2549915,2550949,1034
TrabajoA,1971,2550949,2551983,1034
TrabajoB,1972,2551983,2553016,1033
TrabajoA,1973,2553016,2554062,1046
TrabajoB,1974,2554062,2555097,1035
TrabajoA,1975,2555097,2556133,1036
TrabajoB,1976,2556133,2557170,1037
TrabajoA,1977,2557170,2558246,1076
TrabajoB,1978,2558246,2559350,1104
TrabajoA,1979,2559350,2560515,1165
TrabajoB,1980,2560515,2561578,1063
TrabajoA,1981,2561578,2562614,1036
TrabajoB,1982,2562614,2564133,1519
TrabajoA,1983,2564133,2565635,1502
TrabajoB,1984,2565635,2567632,1997
TrabajoA,1985,2567632,2569627,1995
TrabajoB,1986,2569627,2571648,2021
TrabajoA,1987,2571648,2573620,1972
TrabajoB,1988,2573620,2575616,1996
TrabajoA,1989,2575616,2576780,1164
TrabajoB,1990,2576780,2577915,1135
TrabajoA,1991,2577915,2578980,1065
TrabajoB,1992,2578980,2580016,1036
TrabajoA,1993,2580016,2581054,1038
TrabajoB,1994,2581054,2582091,1037
TrabajoA,1995,2582091,2583128,1037
TrabajoB,1996,2583128,2584165,1037
TrabajoA,1997,2584165,2585202,1037
TrabajoB,1998,2585202,2586239,1037
TrabajoA,1999,2586239,2587322,1083
TrabajoB,2000,2587322,2588359,1037
TrabajoA,2001,2588359,2589439,1080
TrabajoB,2002,2589439,2590692,1253
TrabajoA,2003,2590692,2591726,1034
TrabajoB,2004,2591726,2592760,1034
TrabajoA,2005,2592760,2593793,1033
TrabajoB,2006,2593793,2594827,1034
TrabajoA,2007,2594827,2595862,1035
TrabajoB,2008,2595862,2596897,1035
TrabajoA,2009,2596897,2597930,1033
TrabajoB,2010,2597930,2598964,1034
TrabajoA,2011,2598964,2599996,1032
TrabajoB,2012,2599996,2601031,1035
TrabajoA,2013,2601031,2602176,1145
TrabajoB,2014,2602176,2603241,1065
TrabajoA,2015,2603241,2604287,1046
TrabajoB,2016,2604287,2606285,1998
TrabajoA,2017,2606285,2608278,1993
TrabajoB,2018,2608278,2610273,1995
TrabajoA,2019,2610273,2612265,1992
TrabajoB,2020,2612265,2614260,1995
TrabajoA,2021,2614260,2616255,1995
TrabajoB,2022,2616255,2618255,2000
TrabajoA,2023,2618255,2620245,1990
TrabajoB,2024,2620245,2622242,1997
TrabajoA,2025,2622242,2624235,1993
TrabajoB,2026,2624235,2626229,1994
TrabajoA,2027,2626229,2628224,1995
TrabajoB,2028,2628224,2630232,2008
TrabajoA,2029,2630232,2632213,1981
TrabajoB,2030,2632213,2634208,1995
TrabajoA,2031,2634208,2636203,1995
TrabajoB,2032,2636203,2638004,1801
TrabajoA,2033,2638004,2639072,1068
TrabajoB,2034,2639072,2640164,1092
TrabajoA,2035,2640164,2641229,1065
TrabajoB,2036,2641229,2642265,1036
TrabajoA,2037,2642265,2643360,1095
TrabajoB,2038,2643360,2644421,1061
TrabajoA,2039,2644421,2645456,1035
TrabajoB,2040,2645456,2646489,1033
TrabajoA,2041,2646489,2647523,1034
TrabajoB,2042,2647523,2648573,1050
TrabajoA,2043,2648573,2649607,1034
TrabajoB,2044,2649607,2650641,1034
TrabajoA,2045,2650641,2651675,1034
TrabajoB,2046,2651675,2652894,1219
TrabajoA,2047,2652894,2653959,1065
TrabajoB,2048,2653959,2655066,1107
TrabajoA,2049,2655066,2656155,1089
TrabajoB,2050,2656155,2657236,1081
TrabajoA,2051,2657236,2658273,1037
TrabajoB,2052,2658273,2659318,1045
TrabajoA,2053,2659318,2660359,1041
TrabajoB,2054,2660359,2661395,1036
TrabajoA,2055,2661395,2663396,2001
TrabajoB,2056,2663396,2664896,1500
TrabajoA,2057,2664896,2666890,1994
TrabajoB,2058,2666890,2668893,2003
TrabajoA,2059,2668893,2670886,1993
TrabajoB,2060,2670886,2672875,1989
TrabajoA,2061,2672875,2674054,1179
TrabajoB,2062,2674054,2675185,1131
TrabajoA,2063,2675185,2676217,1032
TrabajoB,2064,2676217,2677250,1033
TrabajoA,2065,2677250,2678286,1036
TrabajoB,2066,2678286,2679332,1046
TrabajoA,2067,2679332,2680365,1033
TrabajoB,2068,2680365,2681398,1033
TrabajoA,2069,2681398,2682432,1034
TrabajoB,2070,2682432,2683467,1035
TrabajoA,2071,2683467,2684542,1075
TrabajoB,2072,2684542,2685641,1099
TrabajoA,2073,2685641,2686783,1142
TrabajoB,2074,2686783,2687880,1097
TrabajoA,2075,2687880,2688920,1040
TrabajoB,2076,2688920,2689962,1042
TrabajoA,2077,2689962,2691003,1041
TrabajoB,2078,2691003,2692044,1041
TrabajoA,2079,2692044,2693088,1044
TrabajoB,2080,2693088,2694140,1052
TrabajoA,2081,2694140,2695181,1041
TrabajoB,2082,2695181,2696222,1041
TrabajoA,2083,2696222,2697263,1041
TrabajoB,2084,2697263,2698431,1168
TrabajoA,2085,2698431,2699673,1242
TrabajoB,2086,2699673,2700769,1096
TrabajoA,2087,2700769,2701861,1092
TrabajoB,2088,2701861,2703381,1520
TrabajoA,2089,2703381,2704880,1499
TrabajoB,2090,2704880,2706877,1997
TrabajoA,2091,2706877,2708875,1998
TrabajoB,2092,2708875,2710866,1991
TrabajoA,2093,2710866,2712861,1995
TrabajoB,2094,2712861,2714856,1995
TrabajoA,2095,2714856,2716852,1996
TrabajoB,2096,2716852,2718845,1993
TrabajoA,2097,2718845,2720841,1996
TrabajoB,2098,2720841,2722834,1993
TrabajoA,2099,2722834,2724829,1995
TrabajoB,2100,2724829,2726345,1516
TrabajoA,2101,2726345,2727438,1093
TrabajoB,2102,2727438,2728556,1118
TrabajoA,2103,2728556,2729615,1059
TrabajoB,2104,2729615,2730669,1054
TrabajoA,2105,2730669,2731759,1090
TrabajoB,2106,2731759,2732793,1034
TrabajoA,2107,2732793,2733828,1035
TrabajoB,2108,2733828,2734863,1035
TrabajoA,2109,2734863,2735898,1035
TrabajoB,2110,2735898,2736935,1037
TrabajoA,2111,2736935,2737969,1034
TrabajoB,2112,2737969,2739043,1074
TrabajoA,2113,2739043,2740078,1035
TrabajoB,2114,2740078,2741167,1089
TrabajoA,2115,2741167,2742255,1088
TrabajoB,2116,2742255,2743290,1035
TrabajoA,2117,2743290,2744325,1035
TrabajoB,2118,2744325,2745415,1090
TrabajoA,2119,2745415,2746543,1128
TrabajoB,2120,2746543,2747579,1036
TrabajoA,2121,2747579,2748608,1029
TrabajoB,2122,2748608,2749671,1063
TrabajoA,2123,2749671,2750753,1082
TrabajoB,2124,2750753,2751769,1016
TrabajoA,2125,2751769,2752805,1036
TrabajoB,2126,2752805,2753853,1048
TrabajoA,2127,2753853,2754889,1036
TrabajoB,2128,2754889,2756885,1996
TrabajoA,2129,2756885,2758879,1994
TrabajoB,2130,2758879,2760873,1994
TrabajoA,2131,2760873,2762870,1997
TrabajoB,2132,2762870,2764863,1993
TrabajoA,2133,2764863,2766857,1994
TrabajoB,2134,2766857,2768854,1997
TrabajoA,2135,2768854,2770851,1997
TrabajoB,2136,2770851,2772840,1989
TrabajoA,2137,2772840,2774835,1995
TrabajoB,2138,2774835,2776830,1995
TrabajoA,2139,2776830,2778826,1996
TrabajoB,2140,2778826,2779947,1121
TrabajoA,2141,2779947,2781006,1059
TrabajoB,2142,2781006,2782039,1033
TrabajoA,2143,2782039,2783075,1036
TrabajoB,2144,2783075,2784121,1046
TrabajoA,2145,2784121,2785154,1033
TrabajoB,2146,2785154,2786188,1034
TrabajoA,2147,2786188,2787221,1033
TrabajoB,2148,2787221,2788254,1033
TrabajoA,2149,2788254,2789286,1032
TrabajoB,2150,2789286,2790395,1109
TrabajoA,2151,2790395,2791519,1124
TrabajoB,2152,2791519,2792641,1122
TrabajoA,2153,2792641,2793675,1034
TrabajoB,2154,2793675,2794709,1034
TrabajoA,2155,2794709,2795744,1035
TrabajoB,2156,2795744,2796779,1035
TrabajoA,2157,2796779,2797814,1035
TrabajoB,2158,2797814,2798863,1049
TrabajoA,2159,2798863,2799898,1035
TrabajoB,2160,2799898,2800933,1035
TrabajoA,2161,2800933,2801997,1064
TrabajoB,2162,2801997,2803156,1159
TrabajoA,2163,2803156,2804286,1130
TrabajoB,2164,2804286,2805320,1034
TrabajoA,2165,2805320,2806357,1037
TrabajoB,2166,2806357,2807391,1034
TrabajoA,2167,2807391,2809390,1999
TrabajoB,2168,2809390,2810893,1503
TrabajoA,2169,2810893,2812889,1996
TrabajoB,2170,2812889,2814882,1993
TrabajoA,2171,2814882,2816878,1996
TrabajoB,2172,2816878,2818871,1993
TrabajoA,2173,2818871,2820868,1997
TrabajoB,2174,2820868,2822862,1994
TrabajoA,2175,2822862,2824857,1995
TrabajoB,2176,2824857,2826851,1994
TrabajoA,2177,2826851,2828848,1997
TrabajoB,2178,2828848,2830841,1993
TrabajoA,2179,2830841,2831937,1096
TrabajoB,2180,2831937,2832989,1052
TrabajoA,2181,2832989,2834080,1091
TrabajoB,2182,2834080,2835115,1035
TrabajoA,2183,2835115,2836145,1030
TrabajoB,2184,2836145,2837185,1040
TrabajoA,2185,2837185,2838217,1032
TrabajoB,2186,2838217,2839330,1113
TrabajoA,2187,2839330,2840363,1033
TrabajoB,2188,2840363,2841402,1039
TrabajoA,2189,2841402,2842441,1039
TrabajoB,2190,2842441,2843599,1158
TrabajoA,2191,2843599,2844631,1032
TrabajoB,2192,2844631,2845718,1087
TrabajoA,2193,2845718,2846779,1061
TrabajoB,2194,2846779,2847810,1031
TrabajoA,2195,2847810,2848842,1032
TrabajoB,2196,2848842,2849873,1031
TrabajoA,2197,2849873,2850906,1033
TrabajoB,2198,2850906,2851937,1031
TrabajoA,2199,2851937,2852991,1054
TrabajoB,2200,2852991,2854379,1388
TrabajoA,2201,2854379,2855408,1029
TrabajoB,2202,2855408,2856575,1167
TrabajoA,2203,2856575,2857662,1087
TrabajoB,2204,2857662,2858737,1075
TrabajoA,2205,2858737,2859826,1089
TrabajoB,2206,2859826,2861823,1997
TrabajoA,2207,2861823,2863326,1503
TrabajoB,2208,2863326,2865320,1994
TrabajoA,2209,2865320,2867317,1997
TrabajoB,2210,2867317,2869310,1993
TrabajoA,2211,2869310,2871320,2010
TrabajoB,2212,2871320,2873304,1984
TrabajoA,2213,2873304,2875295,1991
TrabajoB,2214,2875295,2877290,1995
TrabajoA,2215,2877290,2879284,1994
TrabajoB,2216,2879284,2881280,1996
TrabajoA,2217,2881280,2883273,1993
TrabajoB,2218,2883273,2884844,1571
TrabajoA,2219,2884844,2885931,1087
TrabajoB,2220,2885931,2886967,1036
TrabajoA,2221,2886967,2888004,1037
TrabajoB,2222,2888004,2889055,1051
TrabajoA,2223,2889055,2890094,1039
TrabajoB,2224,2890094,2891134,1040
TrabajoA,2225,2891134,2892174,1040
TrabajoB,2226,2892174,2893216,1042
TrabajoA,2227,2893216,2894299,1083
TrabajoB,2228,2894299,2895389,1090
TrabajoA,2229,2895389,2896508,1119
TrabajoB,2230,2896508,2897600,1092
TrabajoA,2231,2897600,2898638,1038
TrabajoB,2232,2898638,2899680,1042
TrabajoA,2233,2899680,2900772,1092
TrabajoB,2234,2900772,2901812,1040
TrabajoA,2235,2901812,2902854,1042
TrabajoB,2236,2902854,2903893,1039
TrabajoA,2237,2903893,2904934,1041
TrabajoB,2238,2904934,2905961,1027
TrabajoA,2239,2905961,2906995,1034
TrabajoB,2240,2906995,2908114,1119
TrabajoA,2241,2908114,2909279,1165
TrabajoB,2242,2909279,2910338,1059
TrabajoA,2243,2910338,2911370,1032
TrabajoB,2244,2911370,2912401,1031
TrabajoA,2245,2912401,2914398,1997
TrabajoB,2246,2914398,2915901,1503
TrabajoA,2247,2915901,2917897,1996
TrabajoB,2248,2917897,2919889,1992
TrabajoA,2249,2919889,2921887,1998
TrabajoB,2250,2921887,2923881,1994
TrabajoA,2251,2923881,2924953,1072
TrabajoB,2252,2924953,2926045,1092
TrabajoA,2253,2926045,2927133,1088
TrabajoB,2254,2927133,2928166,1033
TrabajoA,2255,2928166,2929200,1034
TrabajoB,2256,2929200,2930233,1033
TrabajoA,2257,2930233,2931268,1035
TrabajoB,2258,2931268,2932344,1076
TrabajoA,2259,2932344,2933371,1027
TrabajoB,2260,2933371,2934401,1030
TrabajoA,2261,2934401,2935428,1027
TrabajoB,2262,2935428,2936454,1026
TrabajoA,2263,2936454,2937526,1072
TrabajoB,2264,2937526,2938665,1139
TrabajoA,2265,2938665,2939699,1034
TrabajoB,2266,2939699,2940734,1035
TrabajoA,2267,2940734,2941767,1033
TrabajoB,2268,2941767,2942802,1035
TrabajoA,2269,2942802,2943835,1033
TrabajoB,2270,2943835,2944869,1034
TrabajoA,2271,2944869,2945904,1035
TrabajoB,2272,2945904,2947036,1132
TrabajoA,2273,2947036,2948092,1056
TrabajoB,2274,2948092,2949141,1049
